time,node_id,node_type,cpu_util,mem_util,queue_len,available_cpu,available_mem,request_load_on_node,node_degree
86,edge_1,edge,0.35995,0.3391,0.0,0.64005,0.6609,0.53,5
86,edge_2,edge,0.36092,0.4162,0.0,0.63908,0.5838,0.61,5
86,edge_3,edge,0.31799,0.40176,0.0,0.68201,0.59824,0.69,5
86,edge_4,edge,0.38156,0.35772,0.0,0.61844,0.64228,0.77,5
86,cloud_0,cloud,0.38468,0.44288,0.0,0.61532,0.55712,0.6,5
87,access_0,access,0.27301,0.29314,0.0,0.72699,0.70686,0.36,5
87,access_1,access,0.28713,0.29123,0.0,0.71287,0.70877,0.36,5
87,edge_0,edge,0.34659,0.32011,0.0,0.65341,0.67989,0.45,5
87,edge_1,edge,0.34294,0.36366,0.0,0.65706,0.63634,0.53,5
87,edge_2,edge,0.31907,0.30435,0.0,0.68093,0.69565,0.61,5
87,edge_3,edge,0.34416,0.32291,0.0,0.65584,0.67709,0.69,5
87,edge_4,edge,0.3253,0.33579,0.0,0.6747,0.66421,0.77,5
87,cloud_0,cloud,0.39218,0.43115,0.0,0.60782,0.56885,0.6,5
88,access_0,access,0.27732,0.27708,0.0,0.72268,0.72292,0.36,5
88,access_1,access,0.27463,0.27318,0.0,0.72537,0.72682,0.36,5
88,edge_0,edge,0.37396,0.33816,0.0,0.62604,0.66184,0.45,5
88,edge_1,edge,0.332,0.34619,0.0,0.668,0.65381,0.53,5
88,edge_2,edge,0.3384,0.33658,0.0,0.6616,0.66342,0.61,5
88,edge_3,edge,0.37294,0.3893,0.0,0.62706,0.6107,0.69,5
88,edge_4,edge,0.34854,0.33937,0.0,0.65146,0.66063,0.77,5
88,cloud_0,cloud,0.40799,0.41504,0.0,0.59201,0.58496,0.6,5
89,access_0,access,0.29377,0.28268,0.0,0.70623,0.71732,0.36,5
89,access_1,access,0.2791,0.28033,0.0,0.7209,0.71967,0.36,5
89,edge_0,edge,0.34096,0.37021,0.0,0.65904,0.62979,0.45,5
89,edge_1,edge,0.36089,0.3794,0.0,0.63911,0.6206,0.53,5
89,edge_2,edge,0.30255,0.36452,0.0,0.69745,0.63548,0.61,5
89,edge_3,edge,0.35055,0.38871,0.0,0.64945,0.61129,0.69,5
89,edge_4,edge,0.35334,0.39604,0.0,0.64666,0.60396,0.77,5
89,cloud_0,cloud,0.42187,0.44421,0.0,0.57813,0.55579,0.6,5
90,access_0,access,0.3033,0.27179,0.0,0.6967,0.72821,0.36,5
90,access_1,access,0.30035,0.25542,0.0,0.69965,0.74458,0.36,5
90,edge_0,edge,0.27006,0.3308,0.0,0.72994,0.6692,0.45,5
90,edge_1,edge,0.3613,0.3042,0.0,0.6387,0.6958,0.53,5
90,edge_2,edge,0.35546,0.33808,0.0,0.64454,0.66192,0.61,5
90,edge_3,edge,0.32229,0.35542,0.0,0.67771,0.64458,0.69,5
90,edge_4,edge,0.34151,0.32904,0.0,0.65849,0.67096,0.77,5
90,cloud_0,cloud,0.38194,0.45592,0.0,0.61806,0.54408,0.6,5
91,access_0,access,0.26401,0.27413,0.0,0.73599,0.72587,0.36,5
91,access_1,access,0.2785,0.2728,0.0,0.7215,0.7272,0.36,5
91,edge_0,edge,0.32155,0.38013,0.0,0.67845,0.61987,0.45,5
91,edge_1,edge,0.33257,0.37118,0.0,0.66743,0.62882,0.53,5
91,edge_2,edge,0.325,0.35701,0.0,0.675,0.64299,0.61,5
91,edge_3,edge,0.32135,0.37171,0.0,0.67865,0.62829,0.69,5
91,edge_4,edge,0.32267,0.36739,0.0,0.67733,0.63261,0.77,5
91,cloud_0,cloud,0.40985,0.43788,0.0,0.59015,0.56212,0.6,5
92,access_0,access,0.29526,0.27082,0.0,0.70474,0.72918,0.36,5
92,access_1,access,0.28825,0.26748,0.0,0.71175,0.73252,0.36,5
92,edge_0,edge,0.19914,0.28684,0.0,0.80086,0.71316,0.45,5
92,edge_1,edge,0.21584,0.31971,0.0,0.78416,0.68029,0.53,5
92,edge_2,edge,0.27201,0.31325,0.0,0.72799,0.68675,0.61,5
92,edge_3,edge,0.23375,0.28621,0.0,0.76625,0.71379,0.69,5
92,edge_4,edge,0.2434,0.25948,0.0,0.7566,0.74052,0.77,5
92,cloud_0,cloud,0.39799,0.42088,0.0,0.60201,0.57912,0.6,5
93,access_0,access,0.29124,0.26223,0.0,0.70876,0.73777,0.36,5
93,access_1,access,0.30377,0.27361,0.0,0.69623,0.72639,0.36,5
93,edge_0,edge,0.36206,0.33378,0.0,0.63794,0.66622,0.45,5
93,edge_1,edge,0.38585,0.38457,0.0,0.61415,0.61543,0.53,5
93,edge_2,edge,0.38646,0.36606,0.0,0.61354,0.63394,0.61,5
93,edge_3,edge,0.36144,0.3479,0.0,0.63856,0.6521,0.69,5
93,edge_4,edge,0.31708,0.36497,0.0,0.68292,0.63503,0.77,5
93,cloud_0,cloud,0.40068,0.46553,0.0,0.59932,0.53447,0.6,5
94,access_0,access,0.29105,0.26729,0.0,0.70895,0.73271,0.36,5
94,access_1,access,0.28534,0.26902,0.0,0.71466,0.73098,0.36,5
94,edge_0,edge,0.38134,0.37204,0.0,0.61866,0.62796,0.45,5
94,edge_1,edge,0.40992,0.38756,0.0,0.59008,0.61244,0.53,5
94,edge_2,edge,0.40149,0.35293,0.0,0.59851,0.64707,0.61,5
94,edge_3,edge,0.36932,0.35001,0.0,0.63068,0.64999,0.69,5
94,edge_4,edge,0.40417,0.38092,0.0,0.59583,0.61908,0.77,5
94,cloud_0,cloud,0.41824,0.44,0.0,0.58176,0.56,0.6,5
95,access_0,access,0.27893,0.27836,0.0,0.72107,0.72164,0.36,5
95,access_1,access,0.28569,0.26372,0.0,0.71431,0.73628,0.36,5
95,edge_0,edge,0.3074,0.30335,0.0,0.6926,0.69665,0.45,5
95,edge_1,edge,0.29669,0.30703,0.0,0.70331,0.69297,0.53,5
95,edge_2,edge,0.27716,0.28467,0.0,0.72284,0.71533,0.61,5
95,edge_3,edge,0.30033,0.33366,0.0,0.69967,0.66634,0.69,5
95,edge_4,edge,0.26831,0.28765,0.0,0.73169,0.71235,0.77,5
95,cloud_0,cloud,0.40094,0.40824,0.0,0.59906,0.59176,0.6,5
96,access_0,access,0.30011,0.25889,0.0,0.69989,0.74111,0.36,5
96,access_1,access,0.26905,0.27942,0.0,0.73095,0.72058,0.36,5
96,edge_0,edge,0.33013,0.41094,0.0,0.66987,0.58906,0.45,5
96,edge_1,edge,0.34036,0.36961,0.0,0.65964,0.63039,0.53,5
96,edge_2,edge,0.3312,0.34136,0.0,0.6688,0.65864,0.61,5
96,edge_3,edge,0.32692,0.37376,0.0,0.67308,0.62624,0.69,5
96,edge_4,edge,0.33283,0.37629,0.0,0.66717,0.62371,0.77,5
96,cloud_0,cloud,0.40533,0.46078,0.0,0.59467,0.53922,0.6,5
97,access_0,access,0.29375,0.27427,0.0,0.70625,0.72573,0.36,5
97,access_1,access,0.27458,0.29369,0.0,0.72542,0.70631,0.36,5
97,edge_0,edge,0.37405,0.38931,0.0,0.62595,0.61069,0.45,5
97,edge_1,edge,0.39454,0.37289,0.0,0.60546,0.62711,0.53,5
97,edge_2,edge,0.36263,0.41369,0.0,0.63737,0.58631,0.61,5
97,edge_3,edge,0.39603,0.41093,0.0,0.60397,0.58907,0.69,5
97,edge_4,edge,0.37301,0.38426,0.0,0.62699,0.61574,0.77,5
97,cloud_0,cloud,0.38497,0.45533,0.0,0.61503,0.54467,0.6,5
98,access_0,access,0.29559,0.2772,0.0,0.70441,0.7228,0.36,5
98,access_1,access,0.30754,0.28222,0.0,0.69246,0.71778,0.36,5
98,edge_0,edge,0.41188,0.38492,0.0,0.58812,0.61508,0.45,5
98,edge_1,edge,0.39485,0.4239,0.0,0.60515,0.5761,0.53,5
98,edge_2,edge,0.41219,0.43524,0.0,0.58781,0.56476,0.61,5
98,edge_3,edge,0.43138,0.39053,0.0,0.56862,0.60947,0.69,5
98,edge_4,edge,0.41692,0.46692,0.0,0.58308,0.53308,0.77,5
98,cloud_0,cloud,0.4071,0.42472,0.0,0.5929,0.57528,0.6,5
99,access_0,access,0.29298,0.28722,0.0,0.70702,0.71278,0.36,5
99,access_1,access,0.26692,0.26659,0.0,0.73308,0.73341,0.36,5
99,edge_0,edge,0.38768,0.41816,0.0,0.61232,0.58184,0.45,5
99,edge_1,edge,0.41632,0.46842,0.0,0.58368,0.53158,0.53,5
99,edge_2,edge,0.41424,0.41592,0.0,0.58576,0.58408,0.61,5
99,edge_3,edge,0.38924,0.46757,0.0,0.61076,0.53243,0.69,5
99,edge_4,edge,0.39618,0.42729,0.0,0.60382,0.57271,0.77,5
99,cloud_0,cloud,0.42116,0.44362,0.0,0.57884,0.55638,0.6,5
100,access_0,access,0.25621,0.27441,0.0,0.74379,0.72559,0.36,5
100,access_1,access,0.29822,0.27914,0.0,0.70178,0.72086,0.36,5
100,edge_0,edge,0.32286,0.34101,0.0,0.67714,0.65899,0.45,5
100,edge_1,edge,0.38446,0.33847,0.0,0.61554,0.66153,0.53,5
100,edge_2,edge,0.33599,0.37948,0.0,0.66401,0.62052,0.61,5
100,edge_3,edge,0.34316,0.3521,0.0,0.65684,0.6479,0.69,5
100,edge_4,edge,0.32321,0.35203,0.0,0.67679,0.64797,0.77,5
100,cloud_0,cloud,0.44939,0.44533,0.0,0.55061,0.55467,0.6,5
101,access_0,access,0.27541,0.26922,0.0,0.72459,0.73078,0.36,5
101,access_1,access,0.26806,0.28606,0.0,0.73194,0.71394,0.36,5
101,edge_0,edge,0.39244,0.38807,0.0,0.60756,0.61193,0.45,5
101,edge_1,edge,0.40542,0.38334,0.0,0.59458,0.61666,0.53,5
101,edge_2,edge,0.36557,0.38892,0.0,0.63443,0.61108,0.61,5
101,edge_3,edge,0.34866,0.41557,0.0,0.65134,0.58443,0.69,5
101,edge_4,edge,0.35824,0.38192,0.0,0.64176,0.61808,0.77,5
101,cloud_0,cloud,0.41719,0.45211,0.0,0.58281,0.54789,0.6,5
102,access_0,access,0.29282,0.29011,0.0,0.70718,0.70989,0.36,5
102,access_1,access,0.26748,0.28291,0.0,0.73252,0.71709,0.36,5
102,edge_0,edge,0.42427,0.39436,0.0,0.57573,0.60564,0.45,5
102,edge_1,edge,0.39437,0.39413,0.0,0.60563,0.60587,0.53,5
102,edge_2,edge,0.38577,0.38391,0.0,0.61423,0.61609,0.61,5
102,edge_3,edge,0.41943,0.41639,0.0,0.58057,0.58361,0.69,5
102,edge_4,edge,0.39632,0.41034,0.0,0.60368,0.58966,0.77,5
102,cloud_0,cloud,0.42191,0.44913,0.0,0.57809,0.55087,0.6,5
103,access_0,access,0.28685,0.26874,0.0,0.71315,0.73126,0.36,5
103,access_1,access,0.28421,0.27152,0.0,0.71579,0.72848,0.36,5
103,edge_0,edge,0.39557,0.44675,0.0,0.60443,0.55325,0.45,5
103,edge_1,edge,0.38269,0.42319,0.0,0.61731,0.57681,0.53,5
103,edge_2,edge,0.43161,0.44655,0.0,0.56839,0.55345,0.61,5
103,edge_3,edge,0.3681,0.44196,0.0,0.6319,0.55804,0.69,5
103,edge_4,edge,0.35206,0.44696,0.0,0.64794,0.55304,0.77,5
103,cloud_0,cloud,0.40625,0.45998,0.0,0.59375,0.54002,0.6,5
104,access_0,access,0.28588,0.26662,0.0,0.71412,0.73338,0.36,5
104,access_1,access,0.27983,0.29072,0.0,0.72017,0.70928,0.36,5
104,edge_0,edge,0.40071,0.41651,0.0,0.59929,0.58349,0.45,5
104,edge_1,edge,0.42962,0.42961,0.0,0.57038,0.57039,0.53,5
104,edge_2,edge,0.40777,0.43446,0.0,0.59223,0.56554,0.61,5
104,edge_3,edge,0.42004,0.4156,0.0,0.57996,0.5844,0.69,5
104,edge_4,edge,0.42218,0.43707,0.0,0.57782,0.56293,0.77,5
104,cloud_0,cloud,0.40916,0.44396,0.0,0.59084,0.55604,0.6,5
105,access_0,access,0.2699,0.27471,0.0,0.7301,0.72529,0.36,5
105,access_1,access,0.24728,0.2645,0.0,0.75272,0.7355,0.36,5
105,edge_0,edge,0.41994,0.46921,0.0,0.58006,0.53079,0.45,5
105,edge_1,edge,0.4725,0.46268,0.0,0.5275,0.53732,0.53,5
105,edge_2,edge,0.45078,0.47353,0.0,0.54922,0.52647,0.61,5
105,edge_3,edge,0.46277,0.47241,0.0,0.53723,0.52759,0.69,5
105,edge_4,edge,0.50153,0.46279,0.7995,0.49847,0.53721,0.77,5
105,cloud_0,cloud,0.42813,0.47463,0.0,0.57187,0.52537,0.6,5
106,access_0,access,0.28399,0.27968,0.0,0.71601,0.72032,0.36,5
106,access_1,access,0.278,0.28258,0.0,0.722,0.71742,0.36,5
106,edge_0,edge,0.45119,0.47187,0.0,0.54881,0.52813,0.45,5
106,edge_1,edge,0.48712,0.46732,0.0,0.51288,0.53268,0.53,5
106,edge_2,edge,0.52268,0.46007,2.64355,0.47732,0.53993,0.61,5
106,edge_3,edge,0.52448,0.45242,1.40418,0.47552,0.54758,0.69,5
106,edge_4,edge,0.47842,0.48233,0.0,0.52158,0.51767,0.77,5
106,cloud_0,cloud,0.42178,0.45275,0.0,0.57822,0.54725,0.6,5
107,access_0,access,0.28525,0.27369,0.0,0.71475,0.72631,0.36,5
107,access_1,access,0.28009,0.27701,0.0,0.71991,0.72299,0.36,5
107,edge_0,edge,0.51517,0.54734,0.81632,0.48483,0.45266,0.45,5
107,edge_1,edge,0.5173,0.49386,0.42893,0.4827,0.50614,0.53,5
107,edge_2,edge,0.50813,0.53502,0.75393,0.49187,0.46498,0.61,5
107,edge_3,edge,0.53029,0.5059,1.65361,0.46971,0.4941,0.69,5
107,edge_4,edge,0.50987,0.52102,0.0,0.49013,0.47898,0.77,5
107,cloud_0,cloud,0.43435,0.44741,0.0,0.56565,0.55259,0.6,5
108,access_0,access,0.2964,0.27508,0.0,0.7036,0.72492,0.36,5
108,access_1,access,0.27907,0.27277,0.0,0.72093,0.72723,0.36,5
108,edge_0,edge,0.51724,0.50223,0.60067,0.48276,0.49777,0.45,5
108,edge_1,edge,0.57677,0.488,3.87063,0.42323,0.512,0.53,5
108,edge_2,edge,0.56285,0.53942,4.17158,0.43715,0.46058,0.61,5
108,edge_3,edge,0.54386,0.55285,4.02092,0.45614,0.44715,0.69,5
108,edge_4,edge,0.5841,0.53016,7.30908,0.4159,0.46984,0.77,5
108,cloud_0,cloud,0.44634,0.48227,0.0,0.55366,0.51773,0.6,5
109,access_0,access,0.25298,0.28865,0.0,0.74702,0.71135,0.36,5
109,access_1,access,0.26674,0.28156,0.0,0.73326,0.71844,0.36,5
109,edge_0,edge,0.46714,0.52147,0.0,0.53286,0.47853,0.45,5
109,edge_1,edge,0.51808,0.5217,3.35653,0.48192,0.4783,0.53,5
109,edge_2,edge,0.56372,0.50232,4.37128,0.43628,0.49768,0.61,5
109,edge_3,edge,0.53782,0.52971,3.47701,0.46218,0.47029,0.69,5
109,edge_4,edge,0.50835,0.53346,2.02036,0.49165,0.46654,0.77,5
109,cloud_0,cloud,0.40717,0.46654,0.0,0.59283,0.53346,0.6,5
110,access_0,access,0.2823,0.256,0.0,0.7177,0.744,0.36,5
110,access_1,access,0.28154,0.2815,0.0,0.71846,0.7185,0.36,5
110,edge_0,edge,0.62233,0.59069,8.15541,0.37767,0.40931,0.45,5
110,edge_1,edge,0.58538,0.59533,6.1975,0.41462,0.40467,0.53,5
110,edge_2,edge,0.57427,0.61444,4.07245,0.42573,0.38556,0.61,5
110,edge_3,edge,0.63743,0.57398,9.82823,0.36257,0.42602,0.69,5
110,edge_4,edge,0.64577,0.60694,7.18784,0.35423,0.39306,0.77,5
110,cloud_0,cloud,0.47405,0.47221,0.0,0.52595,0.52779,0.6,5
111,access_0,access,0.28366,0.27041,0.0,0.71634,0.72959,0.36,5
111,access_1,access,0.26757,0.28076,0.0,0.73243,0.71924,0.36,5
111,edge_0,edge,0.61692,0.58105,8.95856,0.38308,0.41895,0.45,5
111,edge_1,edge,0.56835,0.57701,4.09144,0.43165,0.42299,0.53,5
111,edge_2,edge,0.59542,0.59194,6.37912,0.40458,0.40806,0.61,5
111,edge_3,edge,0.56288,0.59781,4.24918,0.43712,0.40219,0.69,5
111,edge_4,edge,0.62,0.54992,9.44684,0.38,0.45008,0.77,5
111,cloud_0,cloud,0.4662,0.48045,0.0,0.5338,0.51955,0.6,5
112,access_0,access,0.26726,0.28198,0.0,0.73274,0.71802,0.36,5
112,access_1,access,0.29684,0.2746,0.0,0.70316,0.7254,0.36,5
112,edge_0,edge,0.57281,0.5442,8.1071,0.42719,0.4558,0.45,5
112,edge_1,edge,0.62238,0.57678,9.47215,0.37762,0.42322,0.53,5
112,edge_2,edge,0.56263,0.59226,5.0472,0.43737,0.40774,0.61,5
112,edge_3,edge,0.64102,0.61709,10.11228,0.35898,0.38291,0.69,5
112,edge_4,edge,0.5985,0.56838,5.83834,0.4015,0.43162,0.77,5
112,cloud_0,cloud,0.44352,0.46536,0.0,0.55648,0.53464,0.6,5
113,access_0,access,0.26945,0.27737,0.0,0.73055,0.72263,0.36,5
113,access_1,access,0.30093,0.29634,0.0,0.69907,0.70366,0.36,5
113,edge_0,edge,0.54138,0.54162,2.91277,0.45862,0.45838,0.45,5
113,edge_1,edge,0.57255,0.52125,4.22394,0.42745,0.47875,0.53,5
113,edge_2,edge,0.56337,0.55479,4.15003,0.43663,0.44521,0.61,5
113,edge_3,edge,0.57149,0.52261,4.12065,0.42851,0.47739,0.69,5
113,edge_4,edge,0.54735,0.51678,2.99999,0.45265,0.48322,0.77,5
113,cloud_0,cloud,0.43235,0.48283,0.0,0.56765,0.51717,0.6,5
114,access_0,access,0.29601,0.2695,0.0,0.70399,0.7305,0.36,5
114,access_1,access,0.27008,0.27631,0.0,0.72992,0.72369,0.36,5
114,edge_0,edge,0.57929,0.5418,4.4785,0.42071,0.4582,0.45,5
114,edge_1,edge,0.59102,0.51568,5.28284,0.40898,0.48432,0.53,5
114,edge_2,edge,0.59251,0.52243,6.28932,0.40749,0.47757,0.61,5
114,edge_3,edge,0.58386,0.56908,6.53762,0.41614,0.43092,0.69,5
114,edge_4,edge,0.60544,0.56811,7.51089,0.39456,0.43189,0.77,5
114,cloud_0,cloud,0.4305,0.47296,0.0,0.5695,0.52704,0.6,5
115,access_0,access,0.4178,0.39445,0.31142,0.5822,0.60555,0.576,5
115,access_1,access,0.41807,0.37287,0.31621,0.58193,0.62713,0.576,5
115,edge_0,edge,0.99,0.91147,41.9358,0.01,0.08853,1.0575,5
115,edge_1,edge,0.99,0.86199,38.58852,0.01,0.13801,1.2455,5
115,edge_2,edge,0.98453,0.86837,39.74865,0.01547,0.13163,1.4335,5
115,edge_3,edge,0.99,0.86893,38.20717,0.01,0.13107,1.6215,5
115,edge_4,edge,0.96283,0.83789,39.44564,0.03717,0.16211,1.8095,5
115,cloud_0,cloud,0.52889,0.49885,0.0,0.47111,0.50115,0.87,5
116,access_0,access,0.40624,0.37874,0.10919,0.59376,0.62126,0.576,5
116,access_1,access,0.3998,0.37682,0.0,0.6002,0.62318,0.576,5
116,edge_0,edge,0.99,0.88641,38.52351,0.01,0.11359,1.0575,5
116,edge_1,edge,0.99,0.90167,42.20641,0.01,0.09833,1.2455,5
116,edge_2,edge,0.96408,0.89256,37.15549,0.03592,0.10744,1.4335,5
116,edge_3,edge,0.99,0.89458,40.21554,0.01,0.10542,1.6215,5
116,edge_4,edge,0.98946,0.86476,39.9165,0.01054,0.13524,1.8095,5
116,cloud_0,cloud,0.52032,0.48406,0.0,0.47968,0.51594,0.87,5
117,access_0,access,0.40892,0.37415,0.15603,0.59108,0.62585,0.576,5
117,access_1,access,0.42212,0.39385,0.38709,0.57788,0.60615,0.576,5
117,edge_0,edge,0.96303,0.85829,38.15992,0.03697,0.14171,1.0575,5
117,edge_1,edge,0.99,0.86876,40.68132,0.01,0.13124,1.2455,5
117,edge_2,edge,0.9825,0.86568,41.636,0.0175,0.13432,1.4335,5
117,edge_3,edge,0.99,0.86344,39.90035,0.01,0.13656,1.6215,5
117,edge_4,edge,0.99,0.92102,37.90351,0.01,0.07898,1.8095,5
117,cloud_0,cloud,0.50356,0.51006,0.0,0.49644,0.48994,0.87,5
118,access_0,access,0.38393,0.38861,0.0,0.61607,0.61139,0.576,5
118,access_1,access,0.43134,0.37982,0.54843,0.56866,0.62018,0.576,5
118,edge_0,edge,0.98967,0.86338,39.79325,0.01033,0.13662,1.0575,5
118,edge_1,edge,0.99,0.87347,39.64862,0.01,0.12653,1.2455,5
118,edge_2,edge,0.99,0.88664,41.01048,0.01,0.11336,1.4335,5
118,edge_3,edge,0.99,0.9233,42.03758,0.01,0.0767,1.6215,5
118,edge_4,edge,0.95979,0.88975,39.164,0.04021,0.11025,1.8095,5
118,cloud_0,cloud,0.51263,0.50732,0.0,0.48737,0.49268,0.87,5
119,access_0,access,0.40847,0.37829,0.14817,0.59153,0.62171,0.576,5
119,access_1,access,0.41553,0.40197,0.27181,0.58447,0.59803,0.576,5
119,edge_0,edge,0.98469,0.85252,39.7273,0.01531,0.14748,1.0575,5
119,edge_1,edge,0.99,0.90892,38.36917,0.01,0.09108,1.2455,5
119,edge_2,edge,0.99,0.93584,40.1054,0.01,0.06416,1.4335,5
119,edge_3,edge,0.99,0.8968,39.04279,0.01,0.1032,1.6215,5
119,edge_4,edge,0.96129,0.91708,38.88907,0.03871,0.08292,1.8095,5
119,cloud_0,cloud,0.53664,0.50807,0.0,0.46336,0.49193,0.87,5
120,access_0,access,0.4241,0.37443,0.4217,0.5759,0.62557,0.576,5
120,access_1,access,0.39889,0.38933,0.0,0.60111,0.61067,0.576,5
120,edge_0,edge,0.95911,0.86447,39.70604,0.04089,0.13553,1.0575,5
120,edge_1,edge,0.99,0.87074,41.42183,0.01,0.12926,1.2455,5
120,edge_2,edge,0.99,0.88077,40.45983,0.01,0.11923,1.4335,5
120,edge_3,edge,0.99,0.87444,39.96422,0.01,0.12556,1.6215,5
120,edge_4,edge,0.95392,0.90653,37.64503,0.04608,0.09347,1.8095,5
120,cloud_0,cloud,0.51877,0.50193,0.0,0.48123,0.49807,0.87,5
121,access_0,access,0.39161,0.3964,0.0,0.60839,0.6036,0.576,5
121,access_1,access,0.3808,0.3952,0.0,0.6192,0.6048,0.576,5
121,edge_0,edge,0.94796,0.854,38.85164,0.05204,0.146,1.0575,5
121,edge_1,edge,0.99,0.86415,41.04715,0.01,0.13585,1.2455,5
121,edge_2,edge,0.95279,0.85876,36.52865,0.04721,0.14124,1.4335,5
121,edge_3,edge,0.99,0.89183,40.66855,0.01,0.10817,1.6215,5
121,edge_4,edge,0.98904,0.87156,41.07558,0.01096,0.12844,1.8095,5
121,cloud_0,cloud,0.52596,0.51467,0.0,0.47404,0.48533,0.87,5
122,access_0,access,0.41897,0.39725,0.33189,0.58103,0.60275,0.576,5
122,access_1,access,0.42033,0.37178,0.35573,0.57967,0.62822,0.576,5
122,edge_0,edge,0.98332,0.87875,38.90954,0.01668,0.12125,1.0575,5
122,edge_1,edge,0.99,0.90878,40.80545,0.01,0.09122,1.2455,5
122,edge_2,edge,0.97638,0.8688,38.81975,0.02362,0.1312,1.4335,5
122,edge_3,edge,0.99,0.85226,40.38825,0.01,0.14774,1.6215,5
122,edge_4,edge,0.98712,0.84603,37.87642,0.01288,0.15397,1.8095,5
122,cloud_0,cloud,0.52921,0.52007,0.0,0.47079,0.47993,0.87,5
123,access_0,access,0.40506,0.39578,0.08861,0.59494,0.60422,0.576,5
123,access_1,access,0.41034,0.38906,0.18104,0.58966,0.61094,0.576,5
123,edge_0,edge,0.92434,0.88863,34.8191,0.07566,0.11137,1.0575,5
123,edge_1,edge,0.99,0.89518,42.08508,0.01,0.10482,1.2455,5
123,edge_2,edge,0.99,0.88811,40.00145,0.01,0.11189,1.4335,5
123,edge_3,edge,0.99,0.91619,39.41379,0.01,0.08381,1.6215,5
123,edge_4,edge,0.98399,0.88212,38.07966,0.01601,0.11788,1.8095,5
123,cloud_0,cloud,0.50391,0.5112,0.0,0.49609,0.4888,0.87,5
124,access_0,access,0.41559,0.38834,0.2728,0.58441,0.61166,0.576,5
124,access_1,access,0.41147,0.3809,0.20078,0.58853,0.6191,0.576,5
124,edge_0,edge,0.91531,0.83709,35.41121,0.08469,0.16291,1.0575,5
124,edge_1,edge,0.99,0.83992,39.67288,0.01,0.16008,1.2455,5
124,edge_2,edge,0.95411,0.86629,38.07009,0.04589,0.13371,1.4335,5
124,edge_3,edge,0.99,0.88782,41.03146,0.01,0.11218,1.6215,5
124,edge_4,edge,0.95219,0.84699,36.32131,0.04781,0.15301,1.8095,5
124,cloud_0,cloud,0.51879,0.47984,0.0,0.48121,0.52016,0.87,5
125,access_0,access,0.4217,0.39402,0.37983,0.5783,0.60598,0.576,5
125,access_1,access,0.41389,0.38773,0.24311,0.58611,0.61227,0.576,5
125,edge_0,edge,0.91748,0.86286,34.59799,0.08252,0.13714,1.0575,5
125,edge_1,edge,0.99,0.89132,38.44778,0.01,0.10868,1.2455,5
125,edge_2,edge,0.99,0.81811,40.34753,0.01,0.18189,1.4335,5
125,edge_3,edge,0.99,0.85435,38.79834,0.01,0.14565,1.6215,5
125,edge_4,edge,0.97072,0.86495,37.18463,0.02928,0.13505,1.8095,5
125,cloud_0,cloud,0.52981,0.48876,0.0,0.47019,0.51124,0.87,5
126,access_0,access,0.39461,0.38798,0.0,0.60539,0.61202,0.576,5
126,access_1,access,0.42781,0.39949,0.48663,0.57219,0.60051,0.576,5
126,edge_0,edge,0.93241,0.85775,36.09071,0.06759,0.14225,1.0575,5
126,edge_1,edge,0.99,0.87967,39.95008,0.01,0.12033,1.2455,5
126,edge_2,edge,0.941,0.87823,37.22429,0.059,0.12177,1.4335,5
126,edge_3,edge,0.99,0.86327,39.90149,0.01,0.13673,1.6215,5
126,edge_4,edge,0.94637,0.91391,37.01158,0.05363,0.08609,1.8095,5
126,cloud_0,cloud,0.51338,0.5069,0.0,0.48662,0.4931,0.87,5
127,access_0,access,0.39912,0.40195,0.0,0.60088,0.59805,0.576,5
127,access_1,access,0.40543,0.3931,0.09507,0.59457,0.6069,0.576,5
127,edge_0,edge,0.95901,0.84525,37.98123,0.04099,0.15475,1.0575,5
127,edge_1,edge,0.99,0.87237,38.0766,0.01,0.12763,1.2455,5
127,edge_2,edge,0.99,0.84381,41.6384,0.01,0.15619,1.4335,5
127,edge_3,edge,0.99,0.84487,38.44946,0.01,0.15513,1.6215,5
127,edge_4,edge,0.9681,0.81355,38.84261,0.0319,0.18645,1.8095,5
127,cloud_0,cloud,0.52753,0.51108,0.0,0.47247,0.48892,0.87,5
128,access_0,access,0.39645,0.37757,0.0,0.60355,0.62243,0.576,5
128,access_1,access,0.44199,0.40043,0.73477,0.55801,0.59957,0.576,5
128,edge_0,edge,0.89016,0.83772,33.10842,0.10984,0.16228,1.0575,5
128,edge_1,edge,0.98429,0.85448,38.83736,0.01571,0.14552,1.2455,5
128,edge_2,edge,0.919,0.81916,34.98344,0.081,0.18084,1.4335,5
128,edge_3,edge,0.99,0.81936,39.40487,0.01,0.18064,1.6215,5
128,edge_4,edge,0.89972,0.80284,34.94851,0.10028,0.19716,1.8095,5
128,cloud_0,cloud,0.48229,0.4873,0.0,0.51771,0.5127,0.87,5
129,access_0,access,0.4173,0.38539,0.30272,0.5827,0.61461,0.576,5
129,access_1,access,0.43018,0.39897,0.52816,0.56982,0.60103,0.576,5
129,edge_0,edge,0.85917,0.80868,30.60451,0.14083,0.19132,1.0575,5
129,edge_1,edge,0.99,0.8296,40.92641,0.01,0.1704,1.2455,5
129,edge_2,edge,0.88166,0.79061,32.20082,0.11834,0.20939,1.4335,5
129,edge_3,edge,0.98804,0.82457,39.04336,0.01196,0.17543,1.6215,5
